prep_canonical_smiles,chembl_cmpd_id,assay_id,rdkitNonIsoCanonSmi,canonical_smiles,doc_id,pubmed_id,journal,year,volume,first_page,standard_value,standard_units,standard_type,activity_comment,tid,pref_name,Protein class,Cliff value,Chiral cliff,unambiguous cliff,Protein class (prep)
COc1nc(ncc1c2nc3C(=O)N([C@@H](c4ccc(cc4)C#N)c3n2C(C)C)C5=CC(=CN(C)C5=O)Cl)N(C)C,"('CHEMBL3656978', 'CHEMBL3656979')",1528690,COc1nc(N(C)C)ncc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1cc(Cl)cn(C)c1=O)C2=O,"('COc1nc(ncc1c2nc3C(=O)N([C@@H](c4ccc(cc4)C#N)c3n2C(C)C)C5=CC(=CN(C)C5=O)Cl)N(C)C', 'COc1nc(ncc1c2nc3C(=O)N([C@H](c4ccc(cc4)C#N)c3n2C(C)C)C5=CC(=CN(C)C5=O)Cl)N(C)C')",94497,"(nan, nan)",,2014.0,,,"(Decimal('0.33'), Decimal('153.2'))",nM,IC50,"('261610', '261611')",20131,p53-binding protein Mdm-2,other,2.66674482542,cliff,1,other
COc1nc(ncc1n2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3c2C(C)C)C5=CC(=CNC5=O)Cl)N(C)C,"('CHEMBL3691776', 'CHEMBL3691777')",1535201,COc1nc(N(C)C)ncc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)c[nH]c1=O)C2=O,"('COc1nc(ncc1n2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3c2C(C)C)C5=CC(=CNC5=O)Cl)N(C)C', 'COc1nc(ncc1n2nc3C(=O)N([C@H](c4ccc(Cl)cc4)c3c2C(C)C)C5=CC(=CNC5=O)Cl)N(C)C')",94733,"(nan, nan)",,2015.0,,,"(Decimal('0.068'), Decimal('24.43'))",nM,IC50,"('279817', '279818')",20131,p53-binding protein Mdm-2,other,2.55541455427,cliff,1,other
COc1nc(ncc1n2nc3C(=O)N([C@@H](c4ccc(cc4)C#N)c3c2C(C)C)C5=CC(=CN(C)C5=O)Cl)N(C)C,"('CHEMBL3691767', 'CHEMBL3691766')",1535201,COc1nc(N(C)C)ncc1-n1nc2c(c1C(C)C)C(c1ccc(C#N)cc1)N(c1cc(Cl)cn(C)c1=O)C2=O,"('COc1nc(ncc1n2nc3C(=O)N([C@@H](c4ccc(cc4)C#N)c3c2C(C)C)C5=CC(=CN(C)C5=O)Cl)N(C)C', 'COc1nc(ncc1n2nc3C(=O)N([C@H](c4ccc(cc4)C#N)c3c2C(C)C)C5=CC(=CN(C)C5=O)Cl)N(C)C')",94733,"(nan, nan)",,2015.0,,,"(Decimal('0.129'), Decimal('86.64'))",nM,IC50,"('279808', '279807')",20131,p53-binding protein Mdm-2,other,2.82712873332,cliff,1,other
COc1nc(ncc1n2nc3C(=O)N([C@@H](c4ccc(cc4)C#N)c3c2C(C)C)C5=CC(=CNC5=O)Cl)N(C)C,"('CHEMBL3691779', 'CHEMBL3691778')",1535201,COc1nc(N(C)C)ncc1-n1nc2c(c1C(C)C)C(c1ccc(C#N)cc1)N(c1cc(Cl)c[nH]c1=O)C2=O,"('COc1nc(ncc1n2nc3C(=O)N([C@@H](c4ccc(cc4)C#N)c3c2C(C)C)C5=CC(=CNC5=O)Cl)N(C)C', 'COc1nc(ncc1n2nc3C(=O)N([C@H](c4ccc(cc4)C#N)c3c2C(C)C)C5=CC(=CNC5=O)Cl)N(C)C')",94733,"(nan, nan)",,2015.0,,,"(Decimal('0.097'), Decimal('86.07'))",nM,IC50,"('279820', '279819')",20131,p53-binding protein Mdm-2,other,2.9480800687,cliff,1,other
COc1nc(ncc1n2nc3C(=O)N([C@@H](c4ccc(cc4)C#N)c3c2C(C)C)C5=CN(C)C(=O)C(=C5)Cl)N(C)C,"('CHEMBL3691774', 'CHEMBL3691775')",1535201,COc1nc(N(C)C)ncc1-n1nc2c(c1C(C)C)C(c1ccc(C#N)cc1)N(c1cc(Cl)c(=O)n(C)c1)C2=O,"('COc1nc(ncc1n2nc3C(=O)N([C@@H](c4ccc(cc4)C#N)c3c2C(C)C)C5=CN(C)C(=O)C(=C5)Cl)N(C)C', 'COc1nc(ncc1n2nc3C(=O)N([C@H](c4ccc(cc4)C#N)c3c2C(C)C)C5=CN(C)C(=O)C(=C5)Cl)N(C)C')",94733,"(nan, nan)",,2015.0,,,"(Decimal('0.12'), Decimal('22.7'))",nM,IC50,"('279815', '279816')",20131,p53-binding protein Mdm-2,other,2.27684461115,cliff,1,other
COc1ncc(C)cc1CC[C@@](O)(CC(=O)O)C(=O)O,"('CHEMBL3771118', 'CHEMBL3769920')",1557732,COc1ncc(C)cc1CCC(O)(CC(=O)O)C(=O)O,"('COc1ncc(C)cc1CC[C@@](O)(CC(=O)O)C(=O)O', 'COc1ncc(C)cc1CC[C@](O)(CC(=O)O)C(=O)O')",98477,26734723.0,J. Med. Chem.,2016.0,59,1165,"((Decimal('510'), Decimal('501.19')), Decimal('18000'))",nM,IC50,,116736,Solute carrier family 13 member 5,transporter,1.55146973469,cliff,1,transporter
COc1ncc(F)cc1[C@@H](O)c2c(nc3c4cc(C#CC(C)(C)O)c(F)cc4C5CC(C5)n23)C(=O)N,"('CHEMBL3696640', 'CHEMBL3696641')",1528225,COc1ncc(F)cc1C(O)c1c(C(N)=O)nc2n1C1CC(C1)c1cc(F)c(C#CC(C)(C)O)cc1-2,"('COc1ncc(F)cc1[C@@H](O)c2c(nc3c4cc(C#CC(C)(C)O)c(F)cc4C5CC(C5)n23)C(=O)N', 'COc1ncc(F)cc1[C@H](O)c2c(nc3c4cc(C#CC(C)(C)O)c(F)cc4C5CC(C5)n23)C(=O)N')",94869,"((nan, nan), nan)",,2015.0,,,"((Decimal('19'), Decimal('14')), Decimal('13.6'))",nM,Ki,,101365,Mitogen-activated protein kinase kinase kinase 14,kinase,0.0839450358437,no cliff,1,kinase
COc1ncc(Nc2ncc(CN3CCN(C[C@@H]3C)S(=O)(=O)C)cc2c4nc(C)nc(N)n4)cc1F,"('CHEMBL2170083', 'CHEMBL2170082')","(861943, 861945, 861950, 1528358, 1528359)",COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3C)cc2-c2nc(C)nc(N)n2)cc1F,"('COc1ncc(Nc2ncc(CN3CCN(C[C@@H]3C)S(=O)(=O)C)cc2c4nc(C)nc(N)n4)cc1F', 'COc1ncc(Nc2ncc(CN3CCN(C[C@H]3C)S(=O)(=O)C)cc2c4nc(C)nc(N)n4)cc1F')","(65985, 65985, 65985, 94435, 94435)","(22897589.0, 22897589.0, 22897589.0, (nan, nan), (nan, nan))","('J. Med. Chem.', 'J. Med. Chem.', 'J. Med. Chem.', None, None)","(2012.0, 2012.0, 2012.0, 2014.0, 2014.0)","('55', '55', '55', None, None)","('7796', '7796', '7796', None, None)","(Decimal('10000'), Decimal('10000'), Decimal('9'), Decimal('10000'), Decimal('2'))",nM,"('IC50', 'IC50', 'Ki', 'IC50', 'Ki')",,"(103104, 11400, 11939, 11400, 11362)","('Phosphatidylinositol 3-kinase catalytic subunit type 3', 'Serine/threonine-protein kinase mTOR', 'PI3-kinase p110-gamma subunit', 'Serine/threonine-protein kinase mTOR', 'PI3-kinase p110-alpha subunit')",other enzymes,0.0,no cliff,1,other enzymes
COc1ncc(Nc2ncc(cc2c3cc(N)nc(C)n3)[C@@H](C)N4CCOCC4)cc1F,"('CHEMBL3649480', 'CHEMBL3646569')","(1528358, 1528359)",COc1ncc(Nc2ncc(C(C)N3CCOCC3)cc2-c2cc(N)nc(C)n2)cc1F,"('COc1ncc(Nc2ncc(cc2c3cc(N)nc(C)n3)[C@@H](C)N4CCOCC4)cc1F', 'COc1ncc(Nc2ncc(cc2c3cc(N)nc(C)n3)[C@H](C)N4CCOCC4)cc1F')",94435,"((nan, nan), (nan, nan))",,2014.0,,,"(Decimal('10000'), (Decimal('17'), Decimal('32')))",nM,"('IC50', 'Ki')",,"(11400, 11362)","('Serine/threonine-protein kinase mTOR', 'PI3-kinase p110-alpha subunit')",other enzymes,"(0.0, 0.27470105694163205)",no cliff,1,other enzymes
COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@@H](C)N4CCN(CC4)S(=O)(=O)C)cc1F,"('CHEMBL2170081', 'CHEMBL2170099')","(861943, 861945, 1528358, 1528359)",COc1ncc(Nc2ncc(C(C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,"('COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@@H](C)N4CCN(CC4)S(=O)(=O)C)cc1F', 'COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@H](C)N4CCN(CC4)S(=O)(=O)C)cc1F')","(65985, 65985, 94435, 94435)","(22897589.0, 22897589.0, (nan, nan), (nan, nan))","('J. Med. Chem.', 'J. Med. Chem.', None, None)","(2012.0, 2012.0, 2014.0, 2014.0)","('55', '55', None, None)","('7796', '7796', None, None)","(Decimal('10000'), Decimal('10000'), Decimal('10000'), Decimal('4'))",nM,"('IC50', 'IC50', 'IC50', 'Ki')",,"(103104, 11400, 11400, 11362)","('Phosphatidylinositol 3-kinase catalytic subunit type 3', 'Serine/threonine-protein kinase mTOR', 'Serine/threonine-protein kinase mTOR', 'PI3-kinase p110-alpha subunit')",other enzymes,0.0,no cliff,1,other enzymes
COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@@H](C)N4CCOCC4)cc1F,"('CHEMBL3646583', 'CHEMBL3649481')",1528359,COc1ncc(Nc2ncc(C(C)N3CCOCC3)cc2-c2nc(C)nc(N)n2)cc1F,"('COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@@H](C)N4CCOCC4)cc1F', 'COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@H](C)N4CCOCC4)cc1F')",94435,"(nan, nan)",,2014.0,,,"(Decimal('37'), Decimal('44'))",nM,Ki,,11362,PI3-kinase p110-alpha subunit,other enzymes,0.0752509524192,no cliff,1,other enzymes
COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@@H](C)O)cc1F,"('CHEMBL3357865', 'CHEMBL3357866')",1446032,COc1ncc(Nc2ncc(C(C)O)cc2-c2nc(C)nc(N)n2)cc1F,"('COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@@H](C)O)cc1F', 'COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@H](C)O)cc1F')",89953,25466188.0,Bioorg. Med. Chem. Lett.,2014.0,24,5630,25000,nM,IC50,,11400,Serine/threonine-protein kinase mTOR,other enzymes,0.0,no cliff,1,other enzymes
COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@@H](N4CCN(CC4)S(=O)(=O)C)C(F)(F)F)cc1F,"('CHEMBL2170084', 'CHEMBL2170085')","(861943, 861945, 861950)",COc1ncc(Nc2ncc(C(N3CCN(S(C)(=O)=O)CC3)C(F)(F)F)cc2-c2nc(C)nc(N)n2)cc1F,"('COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@@H](N4CCN(CC4)S(=O)(=O)C)C(F)(F)F)cc1F', 'COc1ncc(Nc2ncc(cc2c3nc(C)nc(N)n3)[C@H](N4CCN(CC4)S(=O)(=O)C)C(F)(F)F)cc1F')",65985,22897589.0,J. Med. Chem.,2012.0,55,7796,"(Decimal('10000'), Decimal('10000'), (Decimal('20'), Decimal('34')))",nM,"('IC50', 'IC50', 'Ki')",,"(103104, 11400, 11939)","('Phosphatidylinositol 3-kinase catalytic subunit type 3', 'Serine/threonine-protein kinase mTOR', 'PI3-kinase p110-gamma subunit')",other enzymes,"(0.0, 0.0, 0.23044892137827391)",no cliff,1,other enzymes
COc1ncc(c(OC)n1)c2nc3C(=O)N(C(c4ccc(Cl)cc4)c3n2[C@@H](C)CO)c5cc(Cl)ccc5C,"('CHEMBL3653301', 'CHEMBL3653271')",1528690,COc1ncc(-c2nc3c(n2C(C)CO)C(c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,"('COc1ncc(c(OC)n1)c2nc3C(=O)N(C(c4ccc(Cl)cc4)c3n2[C@@H](C)CO)c5cc(Cl)ccc5C', 'COc1ncc(c(OC)n1)c2nc3C(=O)N(C(c4ccc(Cl)cc4)c3n2[C@H](C)CO)c5cc(Cl)ccc5C')",94497,"(nan, nan)",,2014.0,,,"(Decimal('1.74'), Decimal('0.09'))",nM,IC50,"('261599', '261567')",20131,p53-binding protein Mdm-2,other,1.28630673884,cliff,1,other
COc1ncc(c(OC)n1)c2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3n2C(C)C)C5=CC(=CN(C)C5=O)Cl,"('CHEMBL3653256', 'CHEMBL3653257')",1528690,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,"('COc1ncc(c(OC)n1)c2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3n2C(C)C)C5=CC(=CN(C)C5=O)Cl', 'COc1ncc(c(OC)n1)c2nc3C(=O)N([C@H](c4ccc(Cl)cc4)c3n2C(C)C)C5=CC(=CN(C)C5=O)Cl')",94497,"(nan, nan)",,2014.0,,,"(Decimal('0.23'), Decimal('299.7'))",nM,IC50,"('261552', '261553')",20131,p53-binding protein Mdm-2,other,3.11495890693,cliff,1,other
COc1ncc(c(OC)n1)c2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3n2C(C)C)C5=CN(C)C(=O)C(=C5)Cl,"('CHEMBL3657107', 'CHEMBL3657108')",1528690,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)c(=O)n(C)c2)C3=O)c(OC)n1,"('COc1ncc(c(OC)n1)c2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3n2C(C)C)C5=CN(C)C(=O)C(=C5)Cl', 'COc1ncc(c(OC)n1)c2nc3C(=O)N([C@H](c4ccc(Cl)cc4)c3n2C(C)C)C5=CN(C)C(=O)C(=C5)Cl')",94497,"(nan, nan)",,2014.0,,,"(Decimal('0.124'), Decimal('125.33'))",nM,IC50,"('261746', '261747')",20131,p53-binding protein Mdm-2,other,3.00463335451,cliff,1,other
COc1ncc(c(OC)n1)c2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3n2C(C)C)c5cc(Cl)ccc5C,"('CHEMBL3656986', 'CHEMBL3656985')",1528690,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,"('COc1ncc(c(OC)n1)c2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3n2C(C)C)c5cc(Cl)ccc5C', 'COc1ncc(c(OC)n1)c2nc3C(=O)N([C@H](c4ccc(Cl)cc4)c3n2C(C)C)c5cc(Cl)ccc5C')",94497,"(nan, nan)",,2014.0,,,"(Decimal('0.11'), Decimal('15.8'))",nM,IC50,"('261619', '261618')",20131,p53-binding protein Mdm-2,other,2.1572644018,cliff,1,other
COc1ncc(c(OC)n1)c2nc3C(=O)N([C@@H](c4ccc(Cl)cc4C)c3n2C(C)C)c5cc(Cl)ccc5C,"('CHEMBL3653231', 'CHEMBL3653232')",1528690,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,"('COc1ncc(c(OC)n1)c2nc3C(=O)N([C@@H](c4ccc(Cl)cc4C)c3n2C(C)C)c5cc(Cl)ccc5C', 'COc1ncc(c(OC)n1)c2nc3C(=O)N([C@H](c4ccc(Cl)cc4C)c3n2C(C)C)c5cc(Cl)ccc5C')",94497,"(nan, nan)",,2014.0,,,"(Decimal('0.07'), Decimal('14.7'))",nM,IC50,"('261526', '261527')",20131,p53-binding protein Mdm-2,other,2.32221929473,cliff,1,other
COc1ncc(c(OC)n1)c2nc3C(=O)N([C@@H](c4ccc(cc4)C#N)c3n2C(C)C)c5cccc(Cl)c5F,"('CHEMBL3657014', 'CHEMBL3656984')",1528690,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(C#N)cc2)N(c2cccc(Cl)c2F)C3=O)c(OC)n1,"('COc1ncc(c(OC)n1)c2nc3C(=O)N([C@@H](c4ccc(cc4)C#N)c3n2C(C)C)c5cccc(Cl)c5F', 'COc1ncc(c(OC)n1)c2nc3C(=O)N([C@H](c4ccc(cc4)C#N)c3n2C(C)C)c5cccc(Cl)c5F')",94497,"(nan, nan)",,2014.0,,,"(Decimal('0.16'), Decimal('214.3'))",nM,IC50,"('261649', '261616')",20131,p53-binding protein Mdm-2,other,3.12690218839,cliff,1,other
COc1ncc(c(OC)n1)n2nc(C)c3[C@@H](N(C4=CN(C)C(=O)C(=C4)C)C(=O)c23)c5ccc(Cl)cc5,"('CHEMBL3650944', 'CHEMBL3650945')","(1528449, 1536022, 1536085)",COc1ncc(-n2nc(C)c3c2C(=O)N(c2cc(C)c(=O)n(C)c2)C3c2ccc(Cl)cc2)c(OC)n1,"('COc1ncc(c(OC)n1)n2nc(C)c3[C@@H](N(C4=CN(C)C(=O)C(=C4)C)C(=O)c23)c5ccc(Cl)cc5', 'COc1ncc(c(OC)n1)n2nc(C)c3[C@H](N(C4=CN(C)C(=O)C(=C4)C)C(=O)c23)c5ccc(Cl)cc5')",94755,"((nan, nan), (nan, nan), (nan, nan))",,2015.0,,,"((Decimal('7800'), Decimal('25')), (Decimal('7600'), Decimal('27')), (Decimal('6000'), Decimal('28')))",nM,IC50,"(('288849', '288850'), ('289215', '289216'), ('289036', '289037'))","(103454, 104266, 103722)","('Bromodomain-containing protein 4', 'Bromodomain-containing protein 3', 'Bromodomain-containing protein 2')",epigenetic regulator,"(2.4941545940184429, 2.449449828121804, 2.3309932190414244)",cliff,1,epigenetic regulator
COc1ncc(c(OC)n1)n2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3c2C(C)C)C5=CC(=CNC5=O)Cl,"('CHEMBL3691764', 'CHEMBL3691763')",1535201,COc1ncc(-n2nc3c(c2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)c[nH]c2=O)C3=O)c(OC)n1,"('COc1ncc(c(OC)n1)n2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3c2C(C)C)C5=CC(=CNC5=O)Cl', 'COc1ncc(c(OC)n1)n2nc3C(=O)N([C@H](c4ccc(Cl)cc4)c3c2C(C)C)C5=CC(=CNC5=O)Cl')",94733,"(nan, nan)",,2015.0,,,"(Decimal('0.161'), Decimal('14.83'))",nM,IC50,"('279805', '279804')",20131,p53-binding protein Mdm-2,other,1.964315275,cliff,1,other
COc1ncc(c(OC)n1)n2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3c2C(C)C)C5=CN(C)C(=O)C(=C5)Cl,"('CHEMBL3691772', 'CHEMBL3691773')",1535201,COc1ncc(-n2nc3c(c2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)c(=O)n(C)c2)C3=O)c(OC)n1,"('COc1ncc(c(OC)n1)n2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3c2C(C)C)C5=CN(C)C(=O)C(=C5)Cl', 'COc1ncc(c(OC)n1)n2nc3C(=O)N([C@H](c4ccc(Cl)cc4)c3c2C(C)C)C5=CN(C)C(=O)C(=C5)Cl')",94733,"(nan, nan)",,2015.0,,,"(Decimal('0.157'), Decimal('266.77'))",nM,IC50,"('279813', '279814')",20131,p53-binding protein Mdm-2,other,3.23023733638,cliff,1,other
COc1ncc(c(OC)n1)n2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3c2C(C)C)c5cc(C)c6onc(C)c6c5,"('CHEMBL3650910', 'CHEMBL3650911')","(1528449, 1528450, 1536022, 1536085)",COc1ncc(-n2nc3c(c2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(C)c4onc(C)c4c2)C3=O)c(OC)n1,"('COc1ncc(c(OC)n1)n2nc3C(=O)N([C@@H](c4ccc(Cl)cc4)c3c2C(C)C)c5cc(C)c6onc(C)c6c5', 'COc1ncc(c(OC)n1)n2nc3C(=O)N([C@H](c4ccc(Cl)cc4)c3c2C(C)C)c5cc(C)c6onc(C)c6c5')",94755,"((nan, nan), (nan, nan), (nan, nan), (nan, nan))",,2015.0,,,"((Decimal('37000'), Decimal('67')), (Decimal('37000'), Decimal('1700')), (Decimal('37000'), Decimal('72')), (Decimal('37000'), Decimal('60')))",nM,IC50,"(('288815', '288816'), None, ('289181', '289182'), ('289002', '289003'))","(103454, 101310, 104266, 103722)","('Bromodomain-containing protein 4', 'CREB-binding protein', 'Bromodomain-containing protein 3', 'Bromodomain-containing protein 2')",epigenetic regulator,"(2.7421269213661685, 1.3377528026887211, 2.7108692276357265, 2.7900504736833511)",cliff,1,epigenetic regulator
COc1ncc(c(OC)n1)n2nc3C(=O)N([C@@H](c4ccc(Cl)cc4C)c3c2C(C)C)C5=CN(C)C(=O)C(=C5)Cl,"('CHEMBL3691749', 'CHEMBL3691750')",1535201,COc1ncc(-n2nc3c(c2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)c(=O)n(C)c2)C3=O)c(OC)n1,"('COc1ncc(c(OC)n1)n2nc3C(=O)N([C@@H](c4ccc(Cl)cc4C)c3c2C(C)C)C5=CN(C)C(=O)C(=C5)Cl', 'COc1ncc(c(OC)n1)n2nc3C(=O)N([C@H](c4ccc(Cl)cc4C)c3c2C(C)C)C5=CN(C)C(=O)C(=C5)Cl')",94733,"(nan, nan)",,2015.0,,,"(Decimal('0.241'), Decimal('111.31'))",nM,IC50,"('279790', '279791')",20131,p53-binding protein Mdm-2,other,2.66451714018,cliff,1,other
COc1ncc2C=C(C(=O)Nc3cc(ccc3Cl)C(=O)N[C@@H](CCN)c4ccccc4)C(=O)Nc2n1,"('CHEMBL3094461', 'CHEMBL3094460')","(1279586, 1279587)",COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,"('COc1ncc2C=C(C(=O)Nc3cc(ccc3Cl)C(=O)N[C@@H](CCN)c4ccccc4)C(=O)Nc2n1', 'COc1ncc2C=C(C(=O)Nc3cc(ccc3Cl)C(=O)N[C@H](CCN)c4ccccc4)C(=O)Nc2n1')",76269,24239188.0,Bioorg. Med. Chem. Lett.,2013.0,23,6610,"((Decimal('1030'), Decimal('9')), (Decimal('1150'), Decimal('17')))",nM,IC50,,"(12090, 101014)","('Dual-specificity tyrosine-phosphorylation regulated kinase 1A', 'Dual specificity tyrosine-phosphorylation-regulated kinase 1B')",kinase,"(2.0585947152658473, 1.8302489189753377)",cliff,1,kinase
COc1ncccc1n2nc(C)c3[C@@H](N(C4=CN(C)C(=O)C(=C4)C)C(=O)c23)c5ccc(Cl)cc5,"('CHEMBL3650972', 'CHEMBL3650973')","(1528449, 1528450, 1536022, 1536085)",COc1ncccc1-n1nc(C)c2c1C(=O)N(c1cc(C)c(=O)n(C)c1)C2c1ccc(Cl)cc1,"('COc1ncccc1n2nc(C)c3[C@@H](N(C4=CN(C)C(=O)C(=C4)C)C(=O)c23)c5ccc(Cl)cc5', 'COc1ncccc1n2nc(C)c3[C@H](N(C4=CN(C)C(=O)C(=C4)C)C(=O)c23)c5ccc(Cl)cc5')",94755,"((nan, nan), (nan, nan), (nan, nan), (nan, nan))",,2015.0,,,"((Decimal('5700'), Decimal('36')), (Decimal('37000'), Decimal('3700')), (Decimal('5100'), Decimal('37')), (Decimal('4400'), Decimal('30')))",nM,IC50,"(('288877', '288878'), None, ('289243', '289244'), ('289063', '289064'))","(103454, 101310, 104266, 103722)","('Bromodomain-containing protein 4', 'CREB-binding protein', 'Bromodomain-containing protein 3', 'Bromodomain-containing protein 2')",epigenetic regulator,"(2.1995723549052042, 1.0, 2.1393684520309413, 2.1663314217665248)",cliff,1,epigenetic regulator
CS(=O)(=O)C(C(=O)NCCS(=O)(=O)N)c1nc2ccc(cc2s1)c3ccc(cc3)C(=O)N4CC[C@@H](O)C4,"('CHEMBL3682443', 'CHEMBL3682442')",1534711,CS(=O)(=O)C(C(=O)NCCS(N)(=O)=O)c1nc2ccc(-c3ccc(C(=O)N4CCC(O)C4)cc3)cc2s1,"('CS(=O)(=O)C(C(=O)NCCS(=O)(=O)N)c1nc2ccc(cc2s1)c3ccc(cc3)C(=O)N4CC[C@@H](O)C4', 'CS(=O)(=O)C(C(=O)NCCS(=O)(=O)N)c1nc2ccc(cc2s1)c3ccc(cc3)C(=O)N4CC[C@H](O)C4')",94782,"(nan, nan)",,2015.0,,,"(Decimal('261.6'), Decimal('2624'))",nM,IC50,"('291531', '291530')",10954,Hepatic lipase,other enzymes,1.00132609105,cliff,1,other enzymes
CS(=O)(=O)C[C@@H](N)c1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,"('CHEMBL3344215', 'CHEMBL3344220')",1432458,CS(=O)(=O)CC(N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,"('CS(=O)(=O)C[C@@H](N)c1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2', 'CS(=O)(=O)C[C@H](N)c1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2')",89578,25305330.0,Eur. J. Med. Chem.,2014.0,87,631,"(Decimal('10.8'), Decimal('13.5'))",nM,IC50,,9,Epidermal growth factor receptor erbB1,kinase,0.0969100130081,no cliff,1,kinase
CS(=O)(=O)N(Cc1ccc2ccccc2c1)[C@@H]3CCNC3,"('CHEMBL566576', 'CHEMBL567943')","(596935, 596936)",CS(=O)(=O)N(Cc1ccc2ccccc2c1)C1CCNC1,"('CS(=O)(=O)N(Cc1ccc2ccccc2c1)[C@@H]3CCNC3', 'CS(=O)(=O)N(Cc1ccc2ccccc2c1)[C@H]3CCNC3')",48961,19740658.0,Bioorg. Med. Chem. Lett.,2009.0,19,5893,"((Decimal('7000'), Decimal('370')), (Decimal('68000'), Decimal('2800')))",nM,IC50,,"(100, 155)","('Norepinephrine transporter', 'Dopamine transporter')",transporter,"(1.2768963159472619, 1.3853508813640172)",cliff,1,transporter
CS(=O)(=O)N(Cc1ccccc1c2ccccc2)[C@@H]3CCNC3,"('CHEMBL478622', 'CHEMBL476312')","(490416, 490419, 490420)",CS(=O)(=O)N(Cc1ccccc1-c1ccccc1)C1CCNC1,"('CS(=O)(=O)N(Cc1ccccc1c2ccccc2)[C@@H]3CCNC3', 'CS(=O)(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3')",44011,18621528.0,Bioorg. Med. Chem. Lett.,2008.0,18,4355,"((Decimal('5360'), Decimal('3100')), (Decimal('5350'), Decimal('4120')), (Decimal('2390'), Decimal('2670')))",nM,"('IC50', 'Ki', 'Ki')",,"(11365, 121, 155)","('Cytochrome P450 2D6', 'Serotonin transporter', 'Dopamine transporter')","('cytochrome p450', 'transporter', 'transporter')","(0.23780309585849735, 0.11345656598809384, 0.048113360416437552)",no cliff,1,various protein classes
